metabolite,state,time_point,qs,std_err,err_perc,ub,lb
Serine,LP_MO,24,-0.007775565510525819,0.001334098002118788,-0.17157568800787715,-0.006441467508407031,-0.009109663512644606
Serine,LP_MO,48,-0.0024319414631884784,3.4614189482437915e-4,-0.1423315075892321,-0.0020857995683640994,-0.0027780833580128574
Serine,LP_MO,72,-8.124887004747457e-4,1.7909323164594612e-4,-0.220425504430154,-6.333954688287996e-4,-9.915819321206919e-4
Threonine,HP_TR,4,-0.004681196696725296,5.411130883537826e-4,-0.11559289716074421,-0.004140083608371513,-0.005222309785079079
Threonine,HP_TR,24,-0.002598555329311064,2.976752211478387e-4,-0.11455412081864702,-0.0023008801081632253,-0.0028962305504589025
Threonine,HP_TR,48,-0.0017306319591004766,1.370491511770634e-4,-0.07919023479047323,-0.0015935828079234131,-0.00186768111027754
Threonine,HP_TR,72,-0.0012976665675451273,7.92360825341587e-5,-0.061060433023295266,-0.0012184304850109686,-0.001376902650079286
Threonine,HP_MO,4,-0.0055850663669429175,6.632845070203037e-4,-0.11876036262454727,-0.004921781859922614,-0.006248350873963221
Threonine,HP_MO,24,-0.00257292766976497,2.503999747374357e-4,-0.0973210314770757,-0.0023225276950275342,-0.002823327644502406
Threonine,HP_MO,48,-0.0015893620963399766,1.0332509021043492e-4,-0.06501041546691881,-0.0014860370061295417,-0.0016926871865504114
Threonine,HP_MO,72,-0.0011471291318591195,5.993275713418032e-5,-0.0522458679408211,-0.0010871963747249391,-0.0012070618889933
Threonine,LP_TR,4,-0.004572728254130344,6.201923577194359e-4,-0.1356285183050717,-0.003952535896410908,-0.00519292061184978
Threonine,LP_TR,24,-0.0024920464226492315,3.3213154628148955e-4,-0.133276628903409,-0.002159914876367742,-0.002824177968930721
Threonine,LP_TR,48,-0.0015504690512805873,1.535843914948028e-4,-0.09905672826423204,-0.0013968846597857845,-0.00170405344277539
Threonine,LP_TR,72,-0.0010893039882806119,8.324034738981449e-5,-0.07641608612964265,-0.0010060636408907974,-0.0011725443356704263
Threonine,LP_MO,4,-0.004091585224227682,0.0010391988143229503,-0.25398439904648623,-0.0030523864099047315,-0.005130784038550632
Threonine,LP_MO,24,-0.002304570626069132,4.340542094109521e-4,-0.18834493701384677,-0.00187051641665818,-0.0027386248354800843
Threonine,LP_MO,48,-0.001595386663980256,1.6894774176050013e-4,-0.10589767708036386,-0.001426438922219756,-0.001764334405740756
Threonine,LP_MO,72,-0.001179736381728152,1.0518796736596577e-4,-0.08916226454920363,-0.001074548414362186,-0.0012849243490941178
Tryptophan,HP_TR,4,-9.699433682215484e-4,1.8435275986761028e-4,-0.1900654882620957,-7.855906083539382e-4,-0.0011542961280891586
Tryptophan,HP_TR,24,-6.030718896451185e-4,1.0908624496319536e-4,-0.18088431385417061,-4.939856446819231e-4,-7.121581346083138e-4
Tryptophan,HP_TR,48,-4.6019192269491357e-4,6.851000184540807e-5,-0.14887267347981487,-3.916819208495055e-4,-5.287019245403216e-4
Tryptophan,HP_TR,72,-3.9536165222830224e-4,5.004104422501561e-5,-0.12657030327291158,-3.4532060800328664e-4,-4.4540269645331783e-4
Tryptophan,HP_MO,4,-9.963922062094443e-4,2.8807023697165364e-4,-0.2891132981334265,-0.00070832196923779065,-0.0012844624431810978
Tryptophan,HP_MO,24,-5.288839448705677e-4,1.36873841271713e-4,-0.25879749725662354,-3.920101035988547e-4,-6.657577861422807e-4
Tryptophan,HP_MO,48,-3.8725108610399836e-4,8.542301641647381e-5,-0.22058819066432006,-3.0182806968752455e-4,-4.7267410252047217e-4
Tryptophan,HP_MO,72,-3.3129820949384935e-4,6.243020160827877e-5,-0.18844110779728743,-2.688680078855706e-4,-3.937284111021281e-4
Tryptophan,LP_TR,4,-8.433168034295656e-4,1.3773174035663628e-4,-0.1633214704088838,-7.055850630729294e-4,-9.810485437862018e-4
Tryptophan,LP_TR,24,-5.290883927801417e-4,8.510944697962646e-5,-0.1608605445536451,-4.439789458005152e-4,-6.141978397597682e-4
Tryptophan,LP_TR,48,-3.897833658637593e-4,5.0820464220113547e-5,-0.1303813057991725,-3.3896290164364576e-4,-4.4060383008387286e-4
Tryptophan,LP_TR,72,-3.2426299334022666e-4,3.4478626238531664e-5,-0.10632920483268232,-2.89784367101695e-4,-3.5874161957875835e-4
Tryptophan,LP_MO,4,-4.109500962222997e-4,1.7268987722357754e-4,-0.4202210409756481,-2.3826021899872216e-4,-5.836399734458772e-4
Tryptophan,LP_MO,24,-2.777924783162043e-4,1.0318499330936719e-4,-0.37144631825457225,-1.7460748500683712e-4,-3.809774716255715e-4
Tryptophan,LP_MO,48,-2.393734549168295e-4,7.624113478613114e-5,-0.3185028799982069,-1.6313232013069834e-4,-3.1561458970296065e-4
Tryptophan,LP_MO,72,-2.2033047659407941e-4,6.42620072434662e-5,-0.2916619082246065,-1.560684693506132e-4,-2.845924838375456e-4
Tyrosine,HP_TR,4,-0.0033210675410052177,3.685878523925331e-4,-0.1109847504880823,-0.0029524796886126847,-0.0036896553933977506
Tyrosine,HP_TR,24,-0.0014571677526577457,1.5636183947744854e-4,-0.10730531141130341,-0.0013008059131802972,-0.0016135295921351942
Tyrosine,HP_TR,48,-7.318303578011526e-4,5.364685198590885e-5,-0.07330503772362688,-6.781835058152437e-4,-7.854772097870614e-4
Tyrosine,HP_TR,72,-4.1380614490392254e-4,2.942247742075527e-5,-0.07110207951983549,-3.843836674831673e-4,-4.432286223246778e-4
Tyrosine,HP_MO,4,-0.004453049929839697,6.027403266103481e-4,-0.13535449548216627,-0.003850309603229349,-0.005055790256450045
Tyrosine,HP_MO,24,-0.0014687874697665983,1.460457099799944e-4,-0.09943284034360818,-0.001322741759786604,-0.0016148331797465926
Tyrosine,HP_MO,48,-6.076266577113295e-4,4.822222476818809e-5,-0.0793616016614884,-5.594044329431414e-4,-6.558488824795176e-4
Tyrosine,HP_MO,72,-2.937033243500757e-4,3.379654760960961e-5,-0.11507036116937605,-2.5990677674046607e-4,-3.274998719596853e-4
Tyrosine,LP_TR,4,-0.003205572293695439,4.3713422458499637e-4,-0.13636698365678115,-0.0027684380691104424,-0.0036427065182804354
Tyrosine,LP_TR,24,-0.001299066669690077,1.638919895676438e-4,-0.12616133828354176,-0.0011351746801224333,-0.0014629586592577208
Tyrosine,LP_TR,48,-0.00056643824536736255,5.738374121170231e-5,-0.1013062618582299,-5.090545041556602e-4,-6.238219865790649e-4
Tyrosine,LP_TR,72,-2.7890269827002186e-4,3.273018661711062e-5,-0.11735342404404646,-2.4617251165291124e-4,-3.116328848871325e-4
Tyrosine,LP_MO,4,-0.0033049120368305583,8.342376170521891e-4,-0.2524235464530641,-0.002470674419778369,-0.004139149653882747
Tyrosine,LP_MO,24,-0.001285407292976938,2.2795443802451463e-4,-0.1773402401479952,-0.0010574528549524233,-0.0015133617310014527
Tyrosine,LP_MO,48,-5.706050567419704e-4,6.575441012593963e-5,-0.11523629058141,-5.048506466160307e-4,-6.3635946686791e-4
Tyrosine,LP_MO,72,-2.705662064769467e-4,4.444260699819808e-5,-0.16425778953287268,-2.261235994787486e-4,-3.1500881347514475e-4
Valine,HP_TR,4,-0.01100508635475609,0.0010998521794228647,-0.09994034975904932,-0.009905234175333226,-0.012104938534178954
Valine,HP_TR,24,-0.005041458118109841,5.187353854046553e-4,-0.1028939194280446,-0.0045227227327051854,-0.005560193503514496
Valine,HP_TR,48,-0.002666453848220562,1.855163077054359e-4,-0.06957416788940068,-0.002480937540515126,-0.002851970155925998
Valine,HP_TR,72,-0.0015878066775972229,9.408333965080392e-5,-0.05925364906083984,-0.0014937233379464189,-0.001681890017248027
Valine,HP_MO,4,-0.013856321781242973,0.0015551734261805713,-0.11223566042510492,-0.012301148355062401,-0.015411495207423544
Valine,HP_MO,24,-0.0049138460650014915,4.3806911029465706e-4,-0.08914994578580152,-0.004475776954706834,-0.005351915175296149
Valine,HP_MO,48,-0.002217512306389684,1.349840100460329e-4,-0.06087182003774284,-0.002082528296343651,-0.002352496316435717
Valine,HP_MO,72,-0.0011692428244454562,7.691081212447813e-5,-0.06577830585443625,-0.0010923320123209781,-0.0012461536365699342
Valine,LP_TR,4,-0.009175618866148483,0.0012289133186477409,-0.13393247219340793,-0.007946705547500741,-0.010404532184796225
Valine,LP_TR,24,-0.004313130564674922,5.536218120027721e-4,-0.1283573042135575,-0.0037595087526721502,-0.0048667523766776945
Valine,LP_TR,48,-0.002247146484643827,2.148859974574283e-4,-0.095626163637252945,-0.0020322604871863986,-0.0024620324821012555
Valine,LP_TR,72,-0.0013220539580828217,1.1489399701236381e-4,-0.0869056790836113,-0.001207159961070458,-0.0014369479550951855
Valine,LP_MO,4,-0.008978605016330217,0.002234305259789969,-0.24884770582136442,-0.0067442997565402485,-0.011212910276120185
Valine,LP_MO,24,-0.0042085984736616,7.53646072644725e-4,-0.1790729330348855,-0.0034549524010168754,-0.004962244546306326
Valine,LP_MO,48,-0.0023371666260240762,2.2961255674456803e-4,-0.09824398234505796,-0.002107554069279508,-0.0025667791827686443
Valine,LP_MO,72,-0.0013863884732273467,1.4751910970554931e-4,-0.10640532040932398,-0.0012388693635217974,-0.0015339075829328961
alpha-Ketoglutaric acid,HP_TR,4,8.89896353606799e-5,1.8071543499299125e-5,0.2030746999474058,1.0706117885997903e-4,7.091809186138078e-5
alpha-Ketoglutaric acid,HP_TR,24,8.961752579633153e-5,2.1069037622474314e-5,0.23509952361725175,1.1068656341880584e-4,6.854848817385722e-5
alpha-Ketoglutaric acid,HP_TR,48,1.2197752953163672e-4,3.2283136045214396e-5,0.2646646162549249,1.5426066557685112e-4,8.969439348642232e-5
alpha-Ketoglutaric acid,HP_TR,72,1.8691853222580174e-4,5.732102229745885e-5,0.30666313080296276,2.442395545232606e-4,1.295975099283429e-4
alpha-Ketoglutaric acid,HP_MO,4,1.16687311906736e-4,2.4552763505286624e-5,0.21041502374234802,1.4124007541202262e-4,9.213454840144937e-5
alpha-Ketoglutaric acid,HP_MO,24,1.1254428468399248e-4,2.6057736342177023e-5,0.2315331819411643,1.386020210261695e-4,8.648654834181546e-5
alpha-Ketoglutaric acid,HP_MO,48,1.6873275754381302e-4,4.482276711393488e-5,0.26564354050988725,2.135555246577479e-4,1.2390999042987815e-4
alpha-Ketoglutaric acid,HP_MO,72,2.9557625775397553e-4,9.215802691812006e-5,0.31179103361822885,3.877342846720956e-4,2.0341823083585547e-4
alpha-Ketoglutaric acid,LP_TR,4,5.5250694817126145e-5,1.563373358150431e-5,0.28295994526856694,7.088442839863046e-5,3.9616961235621835e-5
alpha-Ketoglutaric acid,LP_TR,24,5.182675436609262e-5,1.7127213769914233e-5,0.3304705065829787,6.895396813600684e-5,3.4699540596178385e-5
alpha-Ketoglutaric acid,LP_TR,48,6.186765076339797e-5,2.350536339262197e-5,0.37992978725689985,8.537301415601994e-5,3.8362287370776e-5
alpha-Ketoglutaric acid,LP_TR,72,8.339735115983869e-5,3.6493633647039764e-5,0.4375874430003941,1.1989098480687845e-4,4.6903717512798926e-5
alpha-Ketoglutaric acid,LP_MO,4,7.075669849276805e-5,2.5514289752598275e-5,0.3605918633301702,9.627098824536632e-5,4.5242408740169774e-5
alpha-Ketoglutaric acid,LP_MO,24,7.296311115976484e-5,2.6980076190637484e-5,0.3697769429206511,9.994318735040232e-5,4.598303496912735e-5
alpha-Ketoglutaric acid,LP_MO,48,1.0436241374506914e-4,4.238910833447805e-5,0.4061721726561813,1.467515220795472e-4,6.19733054105911e-5
alpha-Ketoglutaric acid,LP_MO,72,1.594512639418754e-4,7.558298630875687e-5,0.4740193614038021,2.3503425025063227e-4,8.386827763311853e-5
Choline,HP_TR,4,-0.0035775591653136466,3.818223838652547e-4,-0.10672706340323519,-0.003195736781448392,-0.003959381549178902
Choline,HP_TR,24,-0.0010543573907482902,1.0881065568719356e-4,-0.10320092280091983,-9.455467350610966e-4,-0.0011631680464354837
Choline,HP_TR,48,-3.2846698925313305e-4,3.056148700778502e-5,-0.09304279579898,-2.97905502245348e-4,-3.590284762609181e-4
Choline,HP_TR,72,-1.1520763412154124e-4,1.4989451013105033e-5,-0.13010814020615621,-1.002181831084362e-4,-1.3019708513464627e-4
Choline,HP_MO,4,-0.004796249543928869,6.500241737768177e-4,-0.1355275966822084,-0.004146225370152051,-0.005446273717705686
Choline,HP_MO,24,-9.546413649733893e-4,9.723313462372109e-5,-0.10185304994240582,-8.574082303496682e-4,-0.0010518744995971104
Choline,HP_MO,48,-2.154183071729476e-4,3.686564164136208e-5,-0.17113513760817306,-1.7855266553158552e-4,-2.522839488143097e-4
Choline,HP_MO,72,-5.679618330758462e-5,1.633352659711631e-5,-0.28758141209349736,-4.046265671046831e-5,-7.312970990470093e-5
Choline,LP_TR,4,-0.003705003662372932,4.7871084681364284e-4,-0.12920657857246068,-0.003226292815559289,-0.004183714509186575
Choline,LP_TR,24,-7.267375645581309e-4,9.482242840454332e-5,-0.1304768502811562,-6.319151361535876e-4,-8.215599929626742e-4
Choline,LP_TR,48,-1.326583103831919e-4,2.6993755790872145e-5,-0.2034833378542134,-1.0566455459231976e-4,-1.5965206617406404e-4
Choline,LP_TR,72,-2.7344521771980325e-5,8.808821221903024e-6,-0.3221420837181852,-1.8535700550077304e-5,-3.615334299388335e-5
Choline,LP_MO,4,-0.004271275979617027,0.0010003857081015523,-0.23421237889462,-0.0032708902715154744,-0.0052716616877185795
Choline,LP_MO,24,-6.023141973990622e-4,1.1022624762298228e-4,-0.1830045648914898,-4.920879497760799e-4,-7.125404450220445e-4
Choline,LP_MO,48,-7.913698334198517e-5,1.8439482647141306e-5,-0.23300714619682072,-6.069750069484387e-5,-9.757646598912648e-5
Choline,LP_MO,72,-1.1106544529615458e-5,4.083927040146378e-6,-0.36770455736765284,-7.02261748946908e-6,-1.5190471569761835e-5
Citric acid,HP_TR,4,3.1724111207448365e-4,5.825249640258772e-5,0.1836221542084081,3.7549360847707137e-4,2.5898861567189593e-4
Citric acid,HP_TR,24,2.79601935394712e-4,5.90269860260749e-5,0.21111079200058802,3.3862892142078694e-4,2.2057494936863714e-4
Citric acid,HP_TR,48,3.2429756045214967e-4,7.476014289780917e-5,0.23052946434001953,3.9905770334995887e-4,2.495374175543405e-4
Citric acid,HP_TR,72,4.2347993274134904e-4,1.107069116228484e-4,0.26142185984162186,5.341868443641975e-4,3.1277302111850063e-4
Citric acid,HP_MO,4,4.627430138991251e-4,7.999481337913238e-5,0.17287092614340518,5.427378272782575e-4,3.8274820051999273e-4
Citric acid,HP_MO,24,3.97540444151819e-4,7.401049967034667e-5,0.18617099406892643,4.7155094382216566e-4,3.2352994448147233e-4
Citric acid,HP_MO,48,5.187370200294701e-4,1.0785031048862088e-4,0.2079094152225607,6.265873305180909e-4,4.108867095408492e-4
Citric acid,HP_MO,72,7.908740947163205e-4,1.909478921038399e-4,0.24143905253633474,9.818219868201604e-4,5.999262026124806e-4
Citric acid,LP_TR,4,4.5261560406271236e-4,5.803765545899995e-5,0.12822725274614818,5.106532595217123e-4,3.945779486037124e-4
Citric acid,LP_TR,24,4.4139390452653814e-4,6.432810521727749e-5,0.14573854454623503,5.057220097438157e-4,3.7706579930926065e-4
Citric acid,LP_TR,48,5.520680244814641e-4,7.690549966029607e-5,0.13930439049160726,6.289735241417602e-4,4.751625248211681e-4
Citric acid,LP_TR,72,7.797185643564551e-4,1.1329686349267714e-4,0.14530481724029146,8.930154278491322e-4,6.66421700863778e-4
Citric acid,LP_MO,4,5.032324136504724e-4,1.2073787556380601e-4,0.23992467950934954,6.239702892142785e-4,3.824945380866664e-4
Citric acid,LP_MO,24,5.368738763102087e-4,1.0236764061644707e-4,0.19067353643651397,6.392415169266558e-4,4.345062356937617e-4
Citric acid,LP_MO,48,7.99897798609585e-4,1.1465052795378721e-4,0.1433314707867398,9.145483265633722e-4,6.852472706557977e-4
Citric acid,LP_MO,72,0.0012730334375287216,2.000544114669238e-4,0.15714780583869015,0.0014730878489956454,0.0010729790260617978
Cystine,HP_TR,4,-0.0011152696568575214,2.4777139662750795e-4,-0.22216277032556386,-8.674982602300135e-4,-0.0013630410534850293
Cystine,HP_TR,24,-3.7046987926550313e-4,5.6247700903958725e-5,-0.1518280002020027,-3.142221783615444e-4,-4.2671758016946186e-4
Cystine,HP_TR,48,-1.332364894977487e-4,2.5882210629672484e-5,-0.19425767465983723,-1.073542788680762e-4,-1.5911870012742118e-4
Cystine,HP_TR,72,-5.3948466512845714e-5,1.824263480090423e-5,-0.33814927429977015,-3.570583171194148e-5,-7.219110131374994e-5
Cystine,HP_MO,4,-0.0010538715776110018,NA,NA,NA,NA
Cystine,HP_MO,24,-2.8322155416995434e-4,NA,NA,NA,NA
Cystine,HP_MO,48,-9.163234906690572e-5,NA,NA,NA,NA
Cystine,HP_MO,72,-3.463901405620835e-5,NA,NA,NA,NA
Cystine,LP_TR,4,-3.3185600794185876e-4,1.608295501660068e-4,-0.48463654813259904,-1.7102645777585196e-4,-4.926855581078656e-4
Cystine,LP_TR,24,-1.5424472931175551e-4,5.3065673857332985e-5,-0.34403557317072403,-1.0117905545442254e-4,-2.073104031690885e-4
Cystine,LP_TR,48,-7.928174525694531e-5,1.940263784697975e-5,-0.2447302059773971,-5.987910740996556e-5,-9.868438310392505e-5
Cystine,LP_TR,72,-4.601665958848622e-5,1.4695840619076513e-5,-0.31935913537612676,-3.132081896940971e-5,-6.071250020756273e-5
Cystine,LP_MO,4,-5.475671229692215e-4,1.6774202502905462e-4,-0.3063405708499473,-3.798250979401669e-4,-7.153091479982761e-4
Cystine,LP_MO,24,-1.9093944752631627e-4,3.819763225838704e-5,-0.20005102535515842,-1.5274181526792922e-4,-2.291370797847033e-4
Cystine,LP_MO,48,-7.435042392549953e-5,1.5225969366822041e-5,-0.20478658443264208,-5.912445455867749e-5,-8.957639329232157e-5
Cystine,LP_MO,72,-3.0925328146735065e-5,1.097122759983207e-5,-0.3547651151113284,-1.9954100546902997e-5,-4.189655574656713e-5
Deoxyuridine,HP_TR,4,2.247768482894357e-5,8.183295955947235e-6,0.3640631149614639,3.0660980784890804e-5,1.4294388872996334e-5
Deoxyuridine,HP_TR,24,3.144348483130879e-5,1.2999452703903233e-5,0.4134227733867292,4.444293753521203e-5,1.844403212740556e-5
Deoxyuridine,HP_TR,48,6.348750247075099e-5,3.065175948352329e-5,0.4827998943200626,9.413926195427427e-5,3.28357429872277e-5
Deoxyuridine,HP_TR,72,1.4432164108678936e-4,8.219177231975528e-5,0.5695041415883595,2.2651341340654464e-4,6.212986876703408e-5
Deoxyuridine,HP_MO,4,2.6094428838735387e-5,9.127925155631267e-6,0.34980360030266267,3.522235399436665e-5,1.6966503683104122e-5
Deoxyuridine,HP_MO,24,3.3291134870542635e-5,1.2961635027044285e-5,0.3893419397520531,4.625276989758692e-5,2.032949984349835e-5
Deoxyuridine,HP_MO,48,6.982030681895798e-5,3.1830550659014845e-5,0.45589244890530967,1.0165085747797283e-4,3.798975615994314e-5
Deoxyuridine,HP_MO,72,1.7109175808336754e-4,9.22311785194091e-5,0.5390743514042786,2.6332293660277664e-4,7.886057956395844e-5
Deoxyuridine,LP_TR,4,3.090688772213391e-6,NA,NA,NA,NA
Deoxyuridine,LP_TR,24,7.224525755931733e-6,NA,NA,NA,NA
Deoxyuridine,LP_TR,48,2.5796709803133203e-5,NA,NA,NA,NA
Deoxyuridine,LP_TR,72,1.0401555987424442e-4,NA,NA,NA,NA
Deoxyuridine,LP_MO,4,4.399150960614952e-6,1.3089357386915479e-6,0.29754281005818756,5.7080866993065e-6,3.090215221923404e-6
Deoxyuridine,LP_MO,24,1.0402781485055328e-5,2.8169139663546782e-6,0.27078469065234784,1.3219695451410005e-5,7.585867518700649e-6
Deoxyuridine,LP_MO,48,4.0283207137667614e-5,1.0736254047240844e-5,0.26651934664858634,5.101946118490846e-5,2.954695309042677e-5
Deoxyuridine,LP_MO,72,1.6662558340224884e-4,5.15193776580725e-5,0.3091924817673417,2.1814496106032134e-4,1.1510620574417635e-4
Fumaric acid,HP_TR,4,5.816665766300618e-5,9.93171983275503e-6,0.17074592613341052,6.809837749576121e-5,4.823493783025115e-5
Fumaric acid,HP_TR,24,6.306737159622722e-5,1.2374039329579646e-5,0.19620350454433524,7.544141092580686e-5,5.069333226664757e-5
Fumaric acid,HP_TR,48,9.379596054424904e-5,2.0162039092888155e-5,0.21495636886597627,1.139579996371372e-4,7.363392145136088e-5
Fumaric acid,HP_TR,72,1.5705406593326599e-4,3.89700700668716e-5,0.24813155797845063,1.9602413600013758e-4,1.180839958663944e-4
Fumaric acid,HP_MO,4,6.541519571820516e-5,1.4939216733102365e-5,0.22837532730861732,8.035441245130752e-5,5.0475978985102796e-5
Fumaric acid,HP_MO,24,6.139856083656343e-5,1.5572822673615224e-5,0.25363497875900476,7.697138351017864e-5,4.58257381629482e-5
Fumaric acid,HP_MO,48,8.909428239481081e-5,2.60942999430863e-5,0.29288411379141577,1.1518858233789711e-4,6.29999824517245e-5
Fumaric acid,HP_MO,72,1.510551930034225e-4,5.191088800054595e-5,0.34365510359759555,2.0296608100396846e-4,9.914430500287655e-5
Fumaric acid,LP_TR,4,4.21211506647622e-5,6.2619623639455195e-6,0.14866551044115148,4.838311302870772e-5,3.585918830081668e-5
Fumaric acid,LP_TR,24,4.4341351625503136e-5,7.543278554006008e-6,0.17011837207207406,5.188463017950914e-5,3.679807307149713e-5
Fumaric acid,LP_TR,48,6.078962429549982e-5,1.0627194521378214e-5,0.17481921700517783,7.141681881687804e-5,5.0162429774121603e-5
Fumaric acid,LP_TR,72,9.410853434493402e-5,1.8058640745177e-5,0.1918916373618895,1.1216717509011103e-4,7.604989359975702e-5
Fumaric acid,LP_MO,4,4.048419533508355e-5,1.0946804849227151e-5,0.27039699711508564,5.14310001843107e-5,2.95373904858564e-5
Fumaric acid,LP_MO,24,4.40185955467214e-5,1.0577649240535516e-5,0.24029956224542387,5.4596244787256915e-5,3.344094630618588e-5
Fumaric acid,LP_MO,48,6.709571988170365e-5,1.5219065440054125e-5,0.2268261741119528,8.231478532175778e-5,5.187665444164953e-5
Fumaric acid,LP_MO,72,1.0924373294456042e-4,2.845867724936674e-5,0.2605062687102527,1.3770241019392716e-4,8.078505569519368e-5
Homoserine,HP_TR,4,-0.001099384926274866,1.4666878821501748e-4,-0.13340985919461992,-9.527161380598484e-4,-0.0012460537144898835
Homoserine,HP_TR,24,-6.079496371008508e-4,7.690090381434463e-5,-0.1264922275158588,-5.310487332865062e-4,-6.848505409151954e-4
Homoserine,HP_TR,48,-4.030432489446945e-4,3.559500956406161e-5,-0.08831560795835573,-3.674482393806329e-4,-4.386382585087561e-4
Homoserine,HP_TR,72,-3.0083013862559465e-4,2.0128157640397793e-5,-0.06690871377567915,-2.8070198098519684e-4,-3.2095829626599246e-4
Homoserine,HP_MO,4,-0.001532896500503821,2.204210942658418e-4,-0.14379385313580886,-0.0013124754062379792,-0.0017533175947696629
Homoserine,HP_MO,24,-6.808424507689484e-4,7.800094742239759e-5,-0.11456534082782699,-6.028415033465509e-4,-7.588433981913459e-4
Homoserine,HP_MO,48,-4.0253473842130746e-4,3.069684079313339e-5,-0.07625886131846082,-3.7183789762817407e-4,-4.3323157921444085e-4
Homoserine,HP_MO,72,-2.7807009683566953e-4,1.7191903562640228e-5,-0.061825790540865275,-2.608781932730293e-4,-2.9526200039830977e-4
Homoserine,LP_TR,4,-0.0010291388857628357,1.6699805353207763e-4,-0.16226969541462086,-8.62140832230758e-4,-0.0011961369392949133
Homoserine,LP_TR,24,-5.575543321272471e-4,8.366316527449328e-5,-0.15005383413539575,-4.738911668527538e-4,-6.412174974017404e-4
Homoserine,LP_TR,48,-3.4443964548780414e-4,3.786667094892463e-5,-0.1099370279959988,-3.065729745388795e-4,-3.8230631643672877e-4
Homoserine,LP_TR,72,-2.4028025877083465e-4,2.0239843357844383e-5,-0.08423431646603964,-2.2004041541299026e-4,-2.6052010212867903e-4
Homoserine,LP_MO,4,-8.655057536402546e-4,2.1882512989391837e-4,-0.2528292030105585,-6.466806237463362e-4,-0.001084330883534173
Homoserine,LP_MO,24,-4.880004316572062e-4,9.14779481565984e-5,-0.18745464598452793,-3.9652248350060783e-4,-5.794783798138047e-4
Homoserine,LP_MO,48,-3.382504111125371e-4,3.559479508139812e-5,-0.10523208224440445,-3.0265561603113895e-4,-3.738452061939352e-4
Homoserine,LP_MO,72,-2.504376039904932e-4,2.2240583434235054e-5,-0.08880688474834364,-2.2819702055625814e-4,-2.7267818742472824e-4
Isocitric acid,HP_TR,4,2.0073966746481014e-5,1.1998966144947954e-5,0.5977376717061358,3.207293289142897e-5,8.07500060153306e-6
Isocitric acid,HP_TR,24,1.8565092558916446e-5,1.3053081124132448e-5,0.7030980902846785,3.1618173683048894e-5,5.512011434783998e-6
Isocitric acid,HP_TR,48,2.2813739475511982e-5,1.9038965323843836e-5,0.834539438143407,4.185270479935582e-5,3.774774151668146e-6
Isocitric acid,HP_TR,72,3.156323305378067e-5,3.078181828971431e-5,0.9752428795004965,6.234505134349498e-5,7.814147640663587e-7
Isocitric acid,HP_MO,4,2.6584761477037738e-5,8.630194573332081e-6,0.3246293776525438,3.521495605036982e-5,1.7954566903705658e-5
Isocitric acid,HP_MO,24,2.872192164378606e-5,1.0546489666722841e-5,0.3671930380397983,3.9268411310508904e-5,1.8175431977063218e-5
Isocitric acid,HP_MO,48,4.9343113547841294e-5,2.140953887900204e-5,0.4338911215694593,7.075265242684333e-5,2.7933574668839253e-5
Isocitric acid,HP_MO,72,9.904528139052084e-5,5.097108020579753e-5,0.5146240132816234,1.5001636159631837e-4,4.807420118472331e-5
Isocitric acid,LP_TR,4,3.298571432204625e-5,1.3166500172465725e-5,0.39915764879057947,4.615221449451198e-5,1.981921414958053e-5
Isocitric acid,LP_TR,24,4.1456923605196586e-5,1.9044829550455454e-5,0.4593883938862314,6.0501753155652044e-5,2.2412094054741133e-5
Isocitric acid,LP_TR,48,7.030279251123515e-5,3.796984371188213e-5,0.5400901209694358,1.0827263622311729e-4,3.233294879935302e-5
Isocitric acid,LP_TR,72,1.3462542871075218e-4,8.561986475877425e-5,0.6359858280765944,2.2024529346952645e-4,4.9005563951977927e-5
Isocitric acid,LP_MO,4,3.781657532304038e-5,1.904290900041539e-5,0.5035598500854512,5.685948432345577e-5,1.877366632262499e-5
Isocitric acid,LP_MO,24,4.051873068395104e-5,2.2422162610767008e-5,0.5533777152512861,6.294089329471805e-5,1.8096568073184034e-5
Isocitric acid,LP_MO,48,6.068229887390475e-5,3.883224123664907e-5,0.6399269961301371,9.951454011055381e-5,2.1850057637255682e-5
Isocitric acid,LP_MO,72,9.707587156182675e-5,7.303158522433212e-5,0.752314494316118,1.7010745678615888e-4,2.4044286337494638e-5
Malic acid,HP_TR,4,1.1919705338690761e-4,1.7624473811472427e-5,0.1478599790068994,1.3682152719838003e-4,1.0157257957543518e-4
Malic acid,HP_TR,24,1.299972789250644e-4,2.1911073615132674e-5,0.16855024809990898,1.519083525401971e-4,1.0808620530993173e-4
Malic acid,HP_TR,48,1.9469706712129035e-4,3.4554887767024635e-5,0.17748026859335272,2.29251954888315e-4,1.601421793542657e-4
Malic acid,HP_TR,72,3.282994856891732e-4,6.636236131761465e-5,0.20213970539218296,3.946618470067878e-4,2.619371243715585e-4
Malic acid,HP_MO,4,1.1870153301223008e-4,2.3658977531614248e-5,0.19931484397237406,1.4236051054384433e-4,9.504255548061584e-5
Malic acid,HP_MO,24,1.0849067538059673e-4,2.3683418945392548e-5,0.2182991198304243,1.3217409432598928e-4,8.480725643520418e-5
Malic acid,HP_MO,48,1.5248667747129027e-4,3.790785083588896e-5,0.24859778876765243,1.9039452830717923e-4,1.145788266354013e-4
